customer_id,customer_number,first_name,last_name,marital_status,gender,birthdate,create_date
10189,CUST10189,Michael,Doe,Married,Female,5/28/1971,3/7/2022
10190,CUST10190,Sarah,Brown,Single,Male,2/24/1975,2/12/2020
10191,CUST10191,Emily,Wilson,Single,Male,8/20/1971,9/24/2021
10192,CUST10192,David,Doe,Married,n/a,12/12/2005,7/17/2020
10193,CUST10193,John,Smith,Divorced,Female,6/12/2010,3/3/2021
10194,CUST10194,Michael,Taylor,Married,n/a,1/4/2010,3/20/2021
10195,CUST10195,Michael,Doe,Married,Male,4/16/2003,5/31/2022
10196,CUST10196,David,Smith,Married,Female,1/5/1978,3/9/2021
10197,CUST10197,Jane,Brown,Single,Female,8/28/1986,1/8/2022
10198,CUST10198,Sarah,Taylor,Married,Male,1/19/1982,7/26/2020
10199,CUST10199,David,Anderson,Divorced,n/a,9/26/2002,7/25/2021
10200,CUST10200,Michael,Taylor,Divorced,n/a,5/3/1974,5/25/2021
10201,CUST10201,Jane,Doe,Married,Male,12/19/2000,4/27/2020
10202,CUST10202,Jane,Taylor,Married,Female,9/10/2003,9/5/2021
10203,CUST10203,Michael,Thomas,Married,n/a,10/19/1992,10/8/2021
10204,CUST10204,David,Thomas,Single,Male,9/4/1976,3/5/2020
10205,CUST10205,Jane,Thomas,Single,Female,8/16/1988,7/28/2020
10206,CUST10206,Chris,Anderson,Married,n/a,6/25/1982,4/19/2020
10207,CUST10207,Chris,Wilson,Divorced,Female,3/13/1975,4/20/2020
10208,CUST10208,John,Brown,Single,Female,5/15/1988,3/7/2021
10209,CUST10209,Chris,Brown,Single,n/a,8/5/1997,6/1/2022
10210,CUST10210,Emily,Wilson,Married,Male,2/24/1972,1/10/2022
10211,CUST10211,Sarah,Brown,Married,n/a,1/4/1993,3/25/2021
10212,CUST10212,Jane,Doe,Single,n/a,9/4/2006,6/27/2020
10213,CUST10213,David,Thomas,Divorced,Female,12/28/1990,5/1/2021
10214,CUST10214,John,Anderson,Divorced,Female,9/17/1991,2/1/2021
10215,CUST10215,Sarah,Taylor,Married,Female,,1/21/2022
10216,CUST10216,Jane,Doe,Single,n/a,4/15/1976,11/11/2021
10217,CUST10217,Emily,Taylor,Single,Male,11/7/1995,2/17/2021
10218,CUST10218,Chris,Taylor,Divorced,Female,2/1/1999,4/14/2021
10219,CUST10219,John,Wilson,Single,n/a,11/16/1989,9/9/2022
10220,CUST10220,John,Anderson,Married,n/a,8/29/1974,2/2/2020
10221,CUST10221,Sarah,Wilson,Divorced,Male,1/11/2009,5/7/2021
10222,CUST10222,David,Anderson,Single,Male,7/16/1986,4/1/2021
10223,CUST10223,Jane,Doe,Married,Female,5/5/1971,3/24/2022
10224,CUST10224,John,Anderson,Divorced,Female,4/4/2008,4/8/2020
10225,CUST10225,Chris,Taylor,Single,n/a,11/5/1976,10/24/2021
10226,CUST10226,John,Doe,Married,Male,11/12/1986,6/22/2020
10227,CUST10227,Sarah,Doe,Married,n/a,9/10/1971,2/19/2020
10228,CUST10228,Chris,Thomas,Single,Female,1/15/2010,12/3/2021
10229,CUST10229,Jane,Brown,Divorced,n/a,5/18/1982,12/13/2021
10230,CUST10230,John,Taylor,Single,Female,8/5/1989,9/15/2022
10231,CUST10231,Robert,Doe,Married,Female,9/11/1995,8/2/2021
10232,CUST10232,John,Doe,Married,n/a,12/13/1993,10/14/2020
10233,CUST10233,Sarah,Anderson,Divorced,n/a,7/5/2001,8/18/2020
10234,CUST10234,David,Thomas,Single,Female,7/25/2010,2/7/2020
10235,CUST10235,Robert,Brown,Single,Male,5/25/1972,7/10/2021
10236,CUST10236,David,Anderson,Divorced,n/a,4/27/1999,3/1/2021
10237,CUST10237,John,Thomas,Divorced,Female,7/21/2009,1/29/2022
10238,CUST10238,Sarah,Taylor,Divorced,n/a,3/19/1990,7/27/2020
10239,CUST10239,Sarah,Anderson,Single,Female,6/22/2005,8/21/2020
10240,CUST10240,John,Doe,Divorced,Male,2/7/1991,1/23/2021
10241,CUST10241,Robert,Doe,Married,Female,6/9/1997,4/2/2022
10242,CUST10242,Robert,Anderson,Single,n/a,12/15/1991,4/18/2021
10243,CUST10243,Emily,Smith,Divorced,Male,11/9/1971,7/21/2022
10244,CUST10244,Jane,Taylor,Single,Male,5/19/2002,6/27/2021
10245,CUST10245,Sarah,Doe,Married,Female,12/29/1977,10/23/2021
10246,CUST10246,Michael,Anderson,Divorced,n/a,9/28/1971,8/16/2022
10247,CUST10247,Robert,Thomas,Divorced,Male,3/24/2005,4/18/2022
10248,CUST10248,Sarah,Thomas,Married,n/a,8/14/1972,8/10/2020
10249,CUST10249,Emily,Wilson,Married,Male,2/24/1978,7/8/2022
10250,CUST10250,Chris,Doe,Married,Male,5/18/1976,10/25/2020
10251,CUST10251,Sarah,Brown,Divorced,n/a,5/9/2007,1/3/2020
10252,CUST10252,Michael,Thomas,Divorced,Male,10/25/1988,2/8/2021
10253,CUST10253,John,Anderson,Divorced,n/a,9/25/1970,1/28/2021
10254,CUST10254,Chris,Taylor,Divorced,n/a,4/22/2001,7/27/2022
10255,CUST10255,David,Taylor,Married,Female,11/26/2006,1/6/2020
10256,CUST10256,Chris,Taylor,Single,Male,10/23/1985,1/17/2020
10257,CUST10257,Jane,Smith,Single,n/a,8/2/1982,11/17/2021
10258,CUST10258,Robert,Thomas,Single,n/a,8/13/2010,9/23/2020
10259,CUST10259,Robert,Doe,Single,n/a,11/22/1981,4/17/2021
10260,CUST10260,Sarah,Anderson,Married,Female,7/19/1986,3/22/2020
10261,CUST10261,Jane,Taylor,Married,n/a,2/19/1994,8/22/2021
10262,CUST10262,Chris,Smith,Divorced,Female,2/3/1972,12/28/2021
10263,CUST10263,Chris,Thomas,Divorced,n/a,2/2/1990,9/23/2022
10264,CUST10264,Sarah,Smith,Divorced,Female,3/6/2008,11/21/2021
10265,CUST10265,Chris,Taylor,Divorced,Female,9/6/1989,4/1/2021
10266,CUST10266,John,Wilson,Single,n/a,10/5/2001,3/31/2020
10267,CUST10267,John,Thomas,Single,Female,1/27/2005,7/11/2021
10268,CUST10268,Sarah,Anderson,Married,Male,7/4/2003,10/7/2021
10269,CUST10269,Jane,Doe,Married,Male,10/25/1973,1/29/2021
10270,CUST10270,Michael,Wilson,Single,Female,4/22/1970,6/10/2022
10271,CUST10271,Sarah,Wilson,Divorced,n/a,4/25/1985,3/1/2022
10272,CUST10272,Robert,Brown,Married,n/a,3/3/1981,9/10/2020
10273,CUST10273,John,Taylor,Single,Male,6/17/1978,2/12/2022
10274,CUST10274,Emily,Smith,Single,n/a,4/22/1983,10/27/2020
10275,CUST10275,Sarah,Anderson,Single,Male,9/6/1992,9/25/2022
10276,CUST10276,Sarah,Brown,Married,Female,4/2/1994,9/13/2021
10277,CUST10277,David,Smith,Divorced,n/a,5/19/1980,10/18/2021
10278,CUST10278,Michael,Taylor,Single,n/a,6/10/1996,8/14/2022
10279,CUST10279,David,Thomas,Divorced,Male,6/16/1978,2/10/2020
10280,CUST10280,Robert,Anderson,Divorced,Female,8/4/2000,11/17/2021
10281,CUST10281,Michael,Doe,Divorced,Male,6/18/1994,4/10/2022
10282,CUST10282,Sarah,Wilson,Married,Female,6/9/1990,8/6/2020
10283,CUST10283,Emily,Smith,Single,Female,5/12/1994,1/16/2021
10284,CUST10284,Sarah,Smith,Divorced,n/a,7/7/1993,1/14/2021
10285,CUST10285,Emily,Wilson,Single,Male,1/4/1978,7/29/2022
10286,CUST10286,Jane,Anderson,Single,n/a,3/9/1990,2/3/2020
10287,CUST10287,David,Taylor,Married,Male,5/23/1992,1/30/2022
10288,CUST10288,Jane,Doe,,Male,9/9/2010,8/14/2020
10289,CUST10289,Jane,Doe,single,Female,2/18/1986,7/4/2022
10290,CUST10290,John,Anderson,Single,Male,12/20/2001,1/1/2022
10291,CUST10291,Michael,Doe,Married,Male,9/12/1980,9/13/2022
10292,CUST10292,Emily,Thomas,Divorced,Male,8/23/2010,3/20/2022
10293,CUST10293,Chris,Thomas,Married,Female,4/9/1991,2/28/2022
10294,CUST10294,David,Wilson,Divorced,n/a,11/7/1982,6/16/2021
10295,CUST10295,Sarah,Smith,Divorced,Female,2/15/1985,11/26/2020
10296,CUST10296,Robert,Thomas,Single,Male,6/15/1982,4/20/2021
10297,CUST10297,Robert,Anderson,Single,Female,4/25/2007,2/6/2021
10298,CUST10298,Michael,Taylor,Single,n/a,10/13/2004,1/13/2020
10299,CUST10299,David,Anderson,Single,n/a,4/3/2006,8/7/2022
10300,CUST10300,Robert,Thomas,Married,Male,6/13/1980,6/22/2021
10301,CUST10301,Chris,Thomas,Married,Male,7/1/1981,4/27/2020
10302,CUST10302,Robert,Brown,Married,n/a,2/10/1999,3/6/2021
10303,CUST10303,Chris,Smith,Divorced,Female,9/30/1970,6/19/2020
10304,CUST10304,David,Thomas,Single,n/a,9/25/1987,1/4/2021
10305,CUST10305,Chris,Smith,Single,Male,9/11/1999,8/8/2020
10306,CUST10306,Sarah,Smith,Divorced,Male,3/2/2000,1/29/2022
10307,CUST10307,John,Anderson,Divorced,Female,9/30/1984,9/16/2022
10308,CUST10308,David,Doe,Married,Female,2/4/1998,1/22/2020
10309,CUST10309,David,Taylor,Single,Female,1/23/1991,1/22/2021
10310,CUST10310,Sarah,Anderson,Married,Female,11/20/1988,12/29/2021
10311,CUST10311,John,Brown,Single,Female,4/4/2007,10/11/2021
10312,CUST10312,David,Brown,Married,n/a,9/4/1988,9/4/2020
10313,CUST10313,Jane,Anderson,Married,Male,11/27/1992,11/23/2020
10314,CUST10314,Michael,Taylor,Married,n/a,1/13/1987,4/1/2022
10315,CUST10315,Michael,Doe,Single,n/a,6/25/1980,11/13/2021
10316,CUST10316,Jane,Smith,Single,n/a,8/3/2009,3/11/2022
10317,CUST10317,Chris,Taylor,Married,Female,9/13/1987,2/13/2021
10318,CUST10318,Robert,Smith,Divorced,Female,1/4/2004,1/20/2020
10319,CUST10319,Sarah,Anderson,Married,Female,7/18/2000,4/10/2021
10320,CUST10320,Sarah,Taylor,Single,Male,2/15/2002,3/27/2022
10321,CUST10321,Chris,Taylor,Divorced,Female,8/5/2004,5/20/2020
10322,CUST10322,John,Taylor,Divorced,n/a,3/30/1995,4/19/2022
10323,CUST10323,Robert,Taylor,Divorced,Female,7/6/1978,9/24/2021
10324,CUST10324,Michael,Smith,Single,Female,7/20/1987,5/27/2021
10325,CUST10325,Michael,Thomas,Divorced,Female,9/27/1977,5/9/2020
10326,CUST10326,John,Anderson,Single,n/a,4/28/2010,8/8/2021
10327,CUST10327,Emily,Brown,Divorced,Male,4/15/2007,9/6/2020
10328,CUST10328,John,Smith,Married,Female,4/13/1999,12/14/2020
10329,CUST10329,John,Taylor,Single,n/a,6/7/1979,11/13/2021
10330,CUST10330,Michael,Brown,Divorced,Female,8/28/2005,5/24/2022
10331,CUST10331,Sarah,Thomas,Married,Female,5/28/2006,6/3/2021
10332,CUST10332,Chris,Anderson,Divorced,n/a,8/15/1981,10/12/2021
10333,CUST10333,Sarah,Thomas,Married,Male,6/6/1984,1/7/2022
10334,CUST10334,Michael,Taylor,Single,Female,11/6/1989,7/29/2020
10335,CUST10335,Michael,Brown,Married,Male,12/30/1983,4/10/2021
10336,CUST10336,Jane,Anderson,Single,n/a,9/3/1993,6/24/2021
10337,CUST10337,John,Thomas,Single,Female,8/19/1989,9/28/2021
10338,CUST10338,Chris,Doe,Divorced,n/a,1/18/1975,2/27/2022
10339,CUST10339,Chris,Taylor,Divorced,Female,11/19/1987,10/2/2020
10340,CUST10340,Sarah,Taylor,Married,Female,3/3/2002,3/12/2021
10341,CUST10341,Emily,Doe,Single,n/a,10/9/2009,3/19/2022
10342,CUST10342,Jane,Brown,Married,Male,10/26/1998,8/15/2022
10343,CUST10343,Sarah,Anderson,Divorced,Male,3/27/1994,4/10/2020
10344,CUST10344,Chris,Smith,Married,Female,12/8/2000,9/5/2021
10345,CUST10345,Jane,Wilson,Divorced,n/a,11/20/1980,2/23/2021
10346,CUST10346,Robert,Thomas,Single,Male,1/6/2010,1/2/2021
10347,CUST10347,Sarah,Brown,Married,Male,8/29/1972,8/9/2022
10348,CUST10348,Michael,Doe,Single,n/a,4/25/2005,8/19/2020
10349,CUST10349,John,Anderson,Divorced,Male,7/19/1971,7/11/2021
10350,CUST10350,John,Smith,Married,Female,1/26/1982,8/19/2021
10351,CUST10351,Robert,Doe,Divorced,Female,12/7/1971,5/8/2021
10352,CUST10352,Sarah,Wilson,Divorced,Female,8/31/1974,9/15/2021
10353,CUST10353,David,Doe,Divorced,Female,8/6/2003,7/13/2022
10354,CUST10354,Michael,Thomas,Married,n/a,2/17/1984,2/20/2020
10355,CUST10355,David,Brown,Single,Male,3/11/1976,8/16/2020
10356,CUST10356,Robert,Smith,Married,n/a,5/3/1987,3/28/2021
10357,CUST10357,Jane,Wilson,Single,Male,11/8/1995,9/19/2021
10358,CUST10358,John,Brown,Divorced,Female,7/29/1978,3/3/2020
10359,CUST10359,Emily,Wilson,Divorced,n/a,9/18/1998,4/13/2021
10360,CUST10360,Jane,Smith,Divorced,Female,9/10/2001,6/9/2021
10361,CUST10361,John,Taylor,Divorced,Female,2/12/2008,8/9/2020
10362,CUST10362,Jane,Taylor,Married,Male,1/21/1990,10/20/2021
10363,CUST10363,David,Wilson,Married,Female,3/16/1985,3/3/2020
10364,CUST10364,Michael,Taylor,Married,n/a,1/16/2002,3/24/2021
10365,CUST10365,Michael,Thomas,Divorced,Female,3/3/1978,12/9/2020
